system:index,PET
2020_04_14,277.3299299536981
2020_04_22,260.25038584827246
2020_04_30,203.04297756143882
2020_05_08,183.75875578772403
2020_05_16,142.77116229371947
2020_05_24,134.83515374569632
2020_06_01,129.47156595037393
2020_06_09,137.66977323993822
2020_06_17,131.08185919506113
2020_06_25,145.05674937670665
2020_07_03,134.1070877359611
2020_07_11,96.9900866674581
2020_07_19,144.85029087023625
2020_07_27,164.56874035379317
2020_08_04,156.2858838893505
2020_08_12,228.95714116110648
2020_08_20,222.66027543630523
2020_08_28,310.71928054137476
2020_09_05,285.12697376231745
2020_09_13,343.5021370058174
2020_09_21,400.8470260002374
2020_09_29,415.95583521310687
2020_10_07,477.2376231746408
2020_10_15,406.3401994538762
2020_10_23,342.41570699275786
2020_10_31,477.0829276979697
2020_11_08,544.6060785943248
2020_11_16,611.72224860501
2020_11_24,661.8560489136884
2020_12_02,574.3866793304047
2020_12_10,407.5957497328742
2020_12_18,443.0464798765286
2020_12_26,365.71275080137707
2021_01_01,435.6806288935034
2021_01_09,627.8322159596559
2021_01_17,573.153188964699
2021_01_25,543.1969148620585
2021_02_02,477.42539305843974
2021_02_10,427.8940967072086
2021_02_18,418.14488282408774
2021_02_26,454.5497478493028
2021_03_06,353.9877187778108
2021_03_14,195.5363393651735
2021_03_22,331.540551765055
2021_03_30,298.34559477899734
2021_04_07,315.1016315633343
2021_04_15,254.15757935330768
2021_04_23,258.98534559477895
2021_05_01,175.14541679027
2021_05_09,159.94138237911596
2021_05_17,176.0708395134975
2021_05_25,139.2105013349154
2021_06_02,130.4612874517947
2021_06_10,135.15449421536633
2021_06_18,88.60177988727382
2021_06_26,97.54399288045093
2021_07_04,121.44669237614953
2021_07_12,137.5340255117176
2021_07_20,149.61631563334325
2021_07_28,184.41216256303764
2021_08_05,198.42521506971232
2021_08_13,236.2188074755266
2021_08_21,241.29866508454467
2021_08_29,284.4634233165233
2021_09_06,345.0589735983388
2021_09_14,276.72886383862357
2021_09_22,317.6973005043014
2021_09_30,376.9597152180361
2021_10_08,329.7248887570454
2021_10_16,449.4111539602492
2021_10_24,514.1435182438447
2021_11_01,428.26229605458326
2021_11_09,482.33117769207956
2021_11_17,346.6538712548207
2021_11_25,357.4986650845446
2021_12_03,469.3643429249481
2021_12_11,554.6648472263421
2021_12_19,551.1829724117472
2021_12_27,289.45404924354796
2022_01_01,621.1845149807177
2022_01_09,546.7070898843072
2022_01_17,441.6745772767725
2022_01_25,559.0032037970929
2022_02_02,431.2006526253337
2022_02_10,548.19590625927
2022_02_18,384.6277069118956
2022_02_26,329.32933847523003
2022_03_06,331.55366360130523
2022_03_14,415.1772174428953
2022_03_22,207.29961435775738
2022_03_30,279.0271136161376
2022_04_07,266.0486502521506
2022_04_15,282.6327499258381
2022_04_23,176.55318896469893
2022_05_01,212.14517947196686
2022_05_09,154.8267576386829
2022_05_17,128.08412933847524
2022_05_25,148.36096113912788
2022_06_02,121.14589142687633
2022_06_10,142.05072678730346
2022_06_18,134.4326312666864
2022_06_26,107.28033224562446
2022_07_04,95.03447048353608
2022_07_12,105.97383565707511
2022_07_20,134.13610204687032
2022_07_28,163.9206170275882
2022_08_05,143.3730643725897
2022_08_13,208.31521803619106
2022_08_21,226.85309997033517
2022_08_29,181.23251260753494
2022_09_06,275.00338178582024
2022_09_14,289.975556214773
2022_09_22,311.11978641352715
2022_09_30,285.31035301097586
2022_10_08,344.9937110649661
2022_10_16,265.0134678137052
2022_10_24,447.37164046277076
2022_11_01,490.6536932660932
2022_11_09,502.07570453871256
2022_11_17,598.3938297241174
2022_11_25,542.6460397508157
2022_12_03,541.0004153070306
2022_12_11,506.53930584396323
2022_12_19,538.8812221892612
2022_12_27,392.9903886087212
2023_01_01,569.6131711658263
2023_01_09,627.1796499555029
2023_01_17,534.3130228418867
2023_01_25,593.9428656185111
2023_02_02,565.9028181548503
2023_02_10,546.1724710768317
2023_02_18,488.6521506971226
2023_02_26,519.2697715811332
2023_03_06,470.54470483536045
2023_03_14,470.9773954316227
2023_03_22,320.49581726490663
2023_03_30,317.959774547612
2023_04_07,315.50489469000297
2023_04_15,270.964105606645
2023_04_23,240.5899139721151
2023_05_01,237.23031741323055
2023_05_09,190.05458320973003
2023_05_17,185.05885493918723
2023_05_25,165.77994660338175
2023_06_02,170.24348857905667
2023_06_10,161.42029071492126
2023_06_18,171.08329872441413
2023_06_26,134.67178878671015
2023_07_04,145.1910412340552
2023_07_12,177.07629783447052
2023_07_20,175.1304064075942
2023_07_28,225.45137941263727
2023_08_05,216.48976564817568
2023_08_13,218.80409374072977
2023_08_21,283.6206466923761
2023_08_29,294.16084247997634
2023_09_06,332.6342924948086
2023_09_14,461.5350341145063
2023_09_22,436.1611391278551
2023_09_30,495.1749035894394
2023_10_08,519.187422129932
2023_10_16,536.1453574606942
2023_10_24,460.1512904182736
2023_11_01,415.42824087807776
2023_11_09,548.6262236725005
2023_11_17,429.0810442005339
2023_11_25,489.3125482052805
2023_12_03,690.608899436369
2023_12_11,646.2911302284192
2023_12_19,413.51379412637215
2023_12_27,384.7374072975377
2024_01_01,557.1082764758233
2024_01_09,562.6240878077722
2024_01_17,622.4524473450015
2024_01_25,602.6749925838031
2024_02_02,477.19566894096727
2024_02_10,541.1808958765946
2024_02_18,430.2173242361319
2024_02_26,476.74013645802444
2024_03_05,471.76363097003855
2024_03_13,360.2730940373776
2024_03_21,384.24550578463374
2024_03_29,306.61180658558294
2024_04_06,313.3259566894096
2024_04_14,252.4271729457135
2024_04_22,222.66603381785825
2024_04_30,153.93776327499265
2024_05_08,170.98718481162854
2024_05_16,137.16689409670718
2024_05_24,166.08946900029667
2024_06_01,117.69522396914863
2024_06_09,116.5662414713735
2024_06_17,122.78154850192821
2024_06_25,126.66401661228123
2024_07_03,110.12773657668346
2024_07_11,128.63126668644318
2024_07_19,164.51527736576688
2024_07_27,126.42094334025516
2024_08_04,185.4287155146841
2024_08_12,155.66763571640462
2024_08_20,263.6894096707209
2024_08_28,339.12732126965295
2024_09_05,308.607178878671
2024_09_13,343.94547611984575
2024_09_21,288.9302284188668
2024_09_29,395.9982794423021
2024_10_07,351.3823197864135
2024_10_15,387.3607238208247
2024_10_23,485.1984574310293
2024_10_31,526.7164639572828
2024_11_08,485.4785523583508
2024_11_16,547.7730643725898
2024_11_24,524.4838326905963
2024_12_02,569.6841293384753
2024_12_10,699.0428952832987
2024_12_18,654.3525956689409
2024_12_26,484.6194007712846
2025_01_01,564.924710768318
2025_01_09,430.96024918421836
2025_01_17,492.6814001779888
2025_01_25,575.5497478493029
2025_02_02,584.7133788193414
2025_02_10,468.4090180955209
2025_02_18,515.6781370513202
2025_02_26,534.2437852269354
2025_03_06,354.7234055176505
2025_03_14,373.07813705132
2025_03_22,248.08816374962925
2025_03_30,326.81008602788495
2025_04_07,307.18000593295756
2025_04_15,267.77792939780477
2025_04_23,195.63464847226342
2025_05_01,207.72672797389507
2025_05_09,135.80783150400467
2025_05_17,116.45565114209434
2025_05_25,139.3770394541679
2025_06_02,111.2233165232869
2025_06_10,106.39115989320676
2025_06_18,149.63470780183923
2025_06_26,87.50519133788195
2025_07_04,148.15253633936518
2025_07_12,142.91705725304058
2025_07_20,148.3825571047167
2025_07_28,96.84556511420946
2025_08_05,149.1450014832394
2025_08_13,160.7921684959953
2025_08_21,231.76036784336998
2025_08_29,279.9972708395134
2025_09_06,271.2286561851082
2025_09_14,362.4943340255118
2025_09_22,369.2491248887569
2025_09_30,389.6114506081282
2025_10_08,496.92880450904784
2025_10_16,531.7924058142984
2025_10_24,422.80201720557704
2025_11_01,529.5130821714623
2025_11_09,555.7348561257784
2025_11_17,556.0386235538417
2025_11_25,643.5075645209134
2025_12_03,582.5537822604568
2025_12_11,538.8716701275584
2025_12_19,604.2420646692376
2025_12_27,348.05458320973
