system:index,total_evaporation_sum
19820903,-0.002085151370152969
19820904,-0.0017236764788410306
19820905,-0.001779829772123221
19820906,-0.001824790021362003
19820907,-0.0015988822425051729
19820908,-0.00171629256482906
19820909,-0.00180583966257571
19820910,-0.0015063624524155209
19820911,-0.0014454708596457774
19820912,-0.0011798775133128614
19820913,-0.0013777035678417685
19820914,-0.0012205038585475047
19820915,-0.0013231221303111466
19820916,-0.001623612919647639
19820917,-0.0018820807889013958
19820918,-0.0018395790186735723
19820919,-0.002363135049722363
19820920,-0.0035500545627471488
19820921,-0.003927685114816637
19820922,-0.0026298134770597484
19820923,-0.0026858883482976143
19820924,-0.002883644411956241
19820925,-0.0034415855160723503
19820926,-0.0034395646576005994
19820927,-0.003102484868072686
19820928,-0.0029714448814464624
19820929,-0.0035118632516426777
19820930,-0.0028496972977672948
19821001,-0.002899772155517558
19821002,-0.0029597838799149986
19821003,-0.0036266298353417234
19821004,-0.003370308426698458
19821005,-0.0015081333082196454
19821006,-0.0020771181631926033
19821007,-0.002676810216330046
19821008,-0.0031848172941717
19821009,-0.0026522904991361698
19821010,-0.0035249984952667288
19821011,-0.0017011102003733627
19821012,-0.002722709886551741
19821013,-0.003561302138502299
19821014,-0.003852444350661376
19821015,-0.001960560332806694
19821016,-0.003734342407070796
19821017,-0.003522736908713866
19821018,-0.00347937895268434
19821019,-0.004389750621866304
19821020,-0.004197941650981905
19821021,-0.004058062972635337
19821022,-0.0037838314893368138
19821023,-0.003025069161977919
19821024,-0.0023095660128012226
19821025,-0.003315436895416854
19821026,-0.0037831107974108623
19821027,-0.004412560986702934
19821028,-0.00386071522346177
19821029,-0.004092997892930455
19821030,-0.0037001323997449833
19821031,-0.0027006743851414948
19821101,-0.0031754544643633224
19821102,-0.002453861327976295
19821103,-0.00364364892729554
19821104,-0.004177090116753809
19821105,-0.0041864207562884405
19821106,-0.004178452579342513
19821107,-0.004111544104835812
19821108,-0.003788659257988983
19821109,-0.0042929917507890875
19821110,-0.0042602275563546795
19821111,-0.0019325418503632309
19821112,-0.003192408707274813
19821113,-0.003674096245340194
19821114,-0.0036962089926633876
19821115,-0.0038606779335587935
19821116,-0.0034416151473517383
19821117,-0.004118762285768729
19821118,-0.003702361066093883
19821119,-0.0034980593445442226
19821120,-0.0035448884968485453
19821121,-0.003378958653528426
19821122,-0.003911808664098603
19821123,-0.0033908840570470505
19821124,-0.0038559658668779807
19821125,-0.002999038324612438
19821126,-0.002852749351158209
19821127,-0.0031934136447986363
19821128,-0.0030740562904141844
19821129,-0.002780187544842626
19821130,-0.003419434731540021
19821201,-0.002828868731728952
19821202,-0.002016122179395788
19821203,-0.003946117845686845
19821204,-0.0034075566311524913
19821205,-0.0036420630402104284
19821206,-0.003887760943246301
19821207,-0.0034772383250991135
19821208,-0.00360428574795935
19821209,-0.003263274918392071
19821210,-0.002979243501200278
19821211,-0.0034031425140234207
19821212,-0.0030988331548335688
19821213,-0.0032365652650354917
19821214,-0.0037380265478988003
19821215,-0.003728427648355096
19821216,-0.003227984435483531
19821217,-0.003186139864587127
19821218,-0.0037837885506591643
19821219,-0.0028781920541728866
19821220,-0.004342467343467007
19821221,-0.002278839761889143
19821222,-0.002881117360486077
19821223,-0.003951066126075107
19821224,-0.0037803384586644123
19821225,-0.0037586619846123755
19821226,-0.00253198556901748
19821227,-0.004450787188565353
19821228,-0.0035465985616195553
19821229,-0.0026344545852502507
19821230,-0.0033083851303299205
19821231,-0.0039752809886757605
19830101,-0.0029129494305232635
19830102,-0.003255168414869768
19830103,-0.0031580114295026566
19830104,-0.004202533531011361
19830105,-0.005240203008741357
19830106,-0.0036161900527245106
19830107,-0.004065964822365856
19830108,-0.005507674357093456
19830109,-0.004982901374212994
19830110,-0.004115488667435418
19830111,-0.0035486457578562452
19830112,-0.0029498024775487615
19830113,-0.003951145127988922
19830114,-0.004440100159686221
19830115,-0.0037048702215111244
19830116,-0.004435005019539962
19830117,-0.004144531998315932
19830118,-0.004079294984943381
19830119,-0.0027965623351937567
19830120,-0.004059310532967695
19830121,-0.0040285567148605666
19830122,-0.003991504818452102
19830123,-0.004022155114516768
19830124,-0.0037255572812687466
19830125,-0.0032743689686299754
19830126,-0.003944564003170449
19830127,-0.0035033817249164076
19830128,-0.0037891079120662076
19830129,-0.0038410076488400472
19830130,-0.0043114225801407354
